,ID,scenario,seed,Controller,numPlatCars,numHumanCars,spdLeader,BeaconIntervalPlat,BeaconIntervalHuman,DENMInterval,DecelerationRate,PacketSize,Ctr_Param(Ploegh||Spacing),waitTime,Collision
1204,136,68,0,CACC,7,10,100,0.1,0.04,0.1,8,100,8.0,0.002,False
1205,137,69,0,CACC,7,10,100,0.1,0.04,0.1,8,500,3.0,0.004,False
1206,138,69,0,CACC,7,10,100,0.1,0.04,0.1,8,500,3.0,0.002,False
1207,139,70,0,CACC,7,10,100,0.1,0.04,0.1,8,500,4.0,0.004,False
1208,140,70,0,CACC,7,10,100,0.1,0.04,0.1,8,500,4.0,0.002,False
1209,141,71,0,CACC,7,10,100,0.1,0.04,0.1,8,500,5.0,0.004,False
1210,142,71,0,CACC,7,10,100,0.1,0.04,0.1,8,500,5.0,0.002,False
1211,143,72,0,CACC,7,10,100,0.1,0.04,0.1,8,500,8.0,0.004,False
1212,144,72,0,CACC,7,10,100,0.1,0.04,0.1,8,500,8.0,0.002,False
1213,145,73,0,CACC,7,10,100,0.1,0.04,0.1,6,100,3.0,0.004,False
1214,146,73,0,CACC,7,10,100,0.1,0.04,0.1,6,100,3.0,0.002,False
1215,147,74,0,CACC,7,10,100,0.1,0.04,0.1,6,100,4.0,0.004,False
1216,148,74,0,CACC,7,10,100,0.1,0.04,0.1,6,100,4.0,0.002,False
1217,149,75,0,CACC,7,10,100,0.1,0.04,0.1,6,100,5.0,0.004,False
1218,150,75,0,CACC,7,10,100,0.1,0.04,0.1,6,100,5.0,0.002,False
1219,151,76,0,CACC,7,10,100,0.1,0.04,0.1,6,100,8.0,0.004,False
1220,152,76,0,CACC,7,10,100,0.1,0.04,0.1,6,100,8.0,0.002,False
1221,153,77,0,CACC,7,10,100,0.1,0.04,0.1,6,500,3.0,0.004,False
1222,154,77,0,CACC,7,10,100,0.1,0.04,0.1,6,500,3.0,0.002,False
1223,155,78,0,CACC,7,10,100,0.1,0.04,0.1,6,500,4.0,0.004,False
1224,156,78,0,CACC,7,10,100,0.1,0.04,0.1,6,500,4.0,0.002,False
1225,157,79,0,CACC,7,10,100,0.1,0.04,0.1,6,500,5.0,0.004,False
1226,158,79,0,CACC,7,10,100,0.1,0.04,0.1,6,500,5.0,0.002,False
1227,159,80,0,CACC,7,10,100,0.1,0.04,0.1,6,500,8.0,0.004,False
1228,160,80,0,CACC,7,10,100,0.1,0.04,0.1,6,500,8.0,0.002,False
1229,161,81,0,CACC,7,10,100,0.1,0.03,0.1,8,100,3.0,0.004,False
1230,162,81,0,CACC,7,10,100,0.1,0.03,0.1,8,100,3.0,0.002,False
1231,163,82,0,CACC,7,10,100,0.1,0.03,0.1,8,100,4.0,0.004,False
1232,164,82,0,CACC,7,10,100,0.1,0.03,0.1,8,100,4.0,0.002,False
1233,165,83,0,CACC,7,10,100,0.1,0.03,0.1,8,100,5.0,0.004,False
1234,166,83,0,CACC,7,10,100,0.1,0.03,0.1,8,100,5.0,0.002,False
1235,167,84,0,CACC,7,10,100,0.1,0.03,0.1,8,100,8.0,0.004,False
1236,168,84,0,CACC,7,10,100,0.1,0.03,0.1,8,100,8.0,0.002,False
1237,169,85,0,CACC,7,10,100,0.1,0.03,0.1,8,500,3.0,0.004,False
1238,170,85,0,CACC,7,10,100,0.1,0.03,0.1,8,500,3.0,0.002,False
1239,171,86,0,CACC,7,10,100,0.1,0.03,0.1,8,500,4.0,0.004,False
1240,172,86,0,CACC,7,10,100,0.1,0.03,0.1,8,500,4.0,0.002,False
1241,173,87,0,CACC,7,10,100,0.1,0.03,0.1,8,500,5.0,0.004,False
1242,174,87,0,CACC,7,10,100,0.1,0.03,0.1,8,500,5.0,0.002,False
1243,175,88,0,CACC,7,10,100,0.1,0.03,0.1,8,500,8.0,0.004,False
1244,176,88,0,CACC,7,10,100,0.1,0.03,0.1,8,500,8.0,0.002,False
1245,177,89,0,CACC,7,10,100,0.1,0.03,0.1,6,100,3.0,0.004,False
1246,178,89,0,CACC,7,10,100,0.1,0.03,0.1,6,100,3.0,0.002,False
1247,179,90,0,CACC,7,10,100,0.1,0.03,0.1,6,100,4.0,0.004,False
1248,180,90,0,CACC,7,10,100,0.1,0.03,0.1,6,100,4.0,0.002,False
1249,181,91,0,CACC,7,10,100,0.1,0.03,0.1,6,100,5.0,0.004,False
1250,182,91,0,CACC,7,10,100,0.1,0.03,0.1,6,100,5.0,0.002,False
1251,183,92,0,CACC,7,10,100,0.1,0.03,0.1,6,100,8.0,0.004,False
1252,184,92,0,CACC,7,10,100,0.1,0.03,0.1,6,100,8.0,0.002,False
1253,185,93,0,CACC,7,10,100,0.1,0.03,0.1,6,500,3.0,0.004,False
1254,186,93,0,CACC,7,10,100,0.1,0.03,0.1,6,500,3.0,0.002,False
1255,187,94,0,CACC,7,10,100,0.1,0.03,0.1,6,500,4.0,0.004,False
1256,188,94,0,CACC,7,10,100,0.1,0.03,0.1,6,500,4.0,0.002,False
1257,189,95,0,CACC,7,10,100,0.1,0.03,0.1,6,500,5.0,0.004,False
1258,190,95,0,CACC,7,10,100,0.1,0.03,0.1,6,500,5.0,0.002,False
1259,191,96,0,CACC,7,10,100,0.1,0.03,0.1,6,500,8.0,0.004,False
1260,192,96,0,CACC,7,10,100,0.1,0.03,0.1,6,500,8.0,0.002,False
1261,193,97,0,CACC,7,100,100,0.05,0.02,0.05,8,100,3.0,0.094,False
1262,194,97,0,CACC,7,100,100,0.05,0.02,0.05,8,100,3.0,0.048,False
1263,195,98,0,CACC,7,100,100,0.05,0.02,0.05,8,100,4.0,0.094,False
1264,196,98,0,CACC,7,100,100,0.05,0.02,0.05,8,100,4.0,0.048,False
1265,197,99,0,CACC,7,100,100,0.05,0.02,0.05,8,100,5.0,0.094,False
1266,198,99,0,CACC,7,100,100,0.05,0.02,0.05,8,100,5.0,0.048,False
1267,199,100,0,CACC,7,100,100,0.05,0.02,0.05,8,100,8.0,0.094,False
1268,200,100,0,CACC,7,100,100,0.05,0.02,0.05,8,100,8.0,0.048,False
1269,201,101,0,CACC,7,100,100,0.05,0.02,0.05,8,500,3.0,0.094,False
1270,202,101,0,CACC,7,100,100,0.05,0.02,0.05,8,500,3.0,0.048,False
1271,203,102,0,CACC,7,100,100,0.05,0.02,0.05,8,500,4.0,0.094,False
1272,204,102,0,CACC,7,100,100,0.05,0.02,0.05,8,500,4.0,0.048,False
1273,205,103,0,CACC,7,100,100,0.05,0.02,0.05,8,500,5.0,0.094,False
1274,206,103,0,CACC,7,100,100,0.05,0.02,0.05,8,500,5.0,0.048,False
1275,207,104,0,CACC,7,100,100,0.05,0.02,0.05,8,500,8.0,0.094,False
1276,208,104,0,CACC,7,100,100,0.05,0.02,0.05,8,500,8.0,0.048,False
1277,209,105,0,CACC,7,100,100,0.05,0.02,0.05,6,100,3.0,0.094,False
1278,210,105,0,CACC,7,100,100,0.05,0.02,0.05,6,100,3.0,0.048,False
1279,211,106,0,CACC,7,100,100,0.05,0.02,0.05,6,100,4.0,0.094,False
1280,212,106,0,CACC,7,100,100,0.05,0.02,0.05,6,100,4.0,0.048,False
1281,213,107,0,CACC,7,100,100,0.05,0.02,0.05,6,100,5.0,0.094,False
1282,214,107,0,CACC,7,100,100,0.05,0.02,0.05,6,100,5.0,0.048,True
1283,215,108,0,CACC,7,100,100,0.05,0.02,0.05,6,100,8.0,0.094,False
1284,216,108,0,CACC,7,100,100,0.05,0.02,0.05,6,100,8.0,0.048,False
1285,217,109,0,CACC,7,100,100,0.05,0.02,0.05,6,500,3.0,0.094,False
1286,218,109,0,CACC,7,100,100,0.05,0.02,0.05,6,500,3.0,0.048,False
1287,219,110,0,CACC,7,100,100,0.05,0.02,0.05,6,500,4.0,0.094,False
1288,220,110,0,CACC,7,100,100,0.05,0.02,0.05,6,500,4.0,0.048,False
1289,221,111,0,CACC,7,100,100,0.05,0.02,0.05,6,500,5.0,0.094,False
1290,222,111,0,CACC,7,100,100,0.05,0.02,0.05,6,500,5.0,0.048,True
1291,223,112,0,CACC,7,100,100,0.05,0.02,0.05,6,500,8.0,0.094,False
1292,224,112,0,CACC,7,100,100,0.05,0.02,0.05,6,500,8.0,0.048,False
1293,225,113,0,CACC,7,100,100,0.05,0.04,0.05,8,100,3.0,0.063,False
1294,226,113,0,CACC,7,100,100,0.05,0.04,0.05,8,100,3.0,0.032,True
1295,227,114,0,CACC,7,100,100,0.05,0.04,0.05,8,100,4.0,0.063,False
1296,228,114,0,CACC,7,100,100,0.05,0.04,0.05,8,100,4.0,0.032,False
1297,229,115,0,CACC,7,100,100,0.05,0.04,0.05,8,100,5.0,0.063,False
1298,230,115,0,CACC,7,100,100,0.05,0.04,0.05,8,100,5.0,0.032,False
1299,231,116,0,CACC,7,100,100,0.05,0.04,0.05,8,100,8.0,0.063,False
1300,232,116,0,CACC,7,100,100,0.05,0.04,0.05,8,100,8.0,0.032,False
1301,233,117,0,CACC,7,100,100,0.05,0.04,0.05,8,500,3.0,0.063,False
1302,234,117,0,CACC,7,100,100,0.05,0.04,0.05,8,500,3.0,0.032,False
1303,235,118,0,CACC,7,100,100,0.05,0.04,0.05,8,500,4.0,0.063,False
1304,236,118,0,CACC,7,100,100,0.05,0.04,0.05,8,500,4.0,0.032,False
1305,237,119,0,CACC,7,100,100,0.05,0.04,0.05,8,500,5.0,0.063,False
1306,238,119,0,CACC,7,100,100,0.05,0.04,0.05,8,500,5.0,0.032,False
1307,239,120,0,CACC,7,100,100,0.05,0.04,0.05,8,500,8.0,0.063,False
1308,240,120,0,CACC,7,100,100,0.05,0.04,0.05,8,500,8.0,0.032,False
1309,241,121,0,CACC,7,100,100,0.05,0.04,0.05,6,100,3.0,0.063,False
1310,242,121,0,CACC,7,100,100,0.05,0.04,0.05,6,100,3.0,0.032,True
1311,243,122,0,CACC,7,100,100,0.05,0.04,0.05,6,100,4.0,0.063,False
1312,244,122,0,CACC,7,100,100,0.05,0.04,0.05,6,100,4.0,0.032,False
1313,245,123,0,CACC,7,100,100,0.05,0.04,0.05,6,100,5.0,0.063,False
1314,246,123,0,CACC,7,100,100,0.05,0.04,0.05,6,100,5.0,0.032,False
1315,247,124,0,CACC,7,100,100,0.05,0.04,0.05,6,100,8.0,0.063,False
1316,248,124,0,CACC,7,100,100,0.05,0.04,0.05,6,100,8.0,0.032,False
1317,249,125,0,CACC,7,100,100,0.05,0.04,0.05,6,500,3.0,0.063,False
1318,250,125,0,CACC,7,100,100,0.05,0.04,0.05,6,500,3.0,0.032,False
1319,251,126,0,CACC,7,100,100,0.05,0.04,0.05,6,500,4.0,0.063,False
1320,252,126,0,CACC,7,100,100,0.05,0.04,0.05,6,500,4.0,0.032,False
1321,253,127,0,CACC,7,100,100,0.05,0.04,0.05,6,500,5.0,0.063,False
1322,254,127,0,CACC,7,100,100,0.05,0.04,0.05,6,500,5.0,0.032,False
1323,255,128,0,CACC,7,100,100,0.05,0.04,0.05,6,500,8.0,0.063,False
1324,256,128,0,CACC,7,100,100,0.05,0.04,0.05,6,500,8.0,0.032,False
1325,257,129,0,CACC,7,100,100,0.05,0.03,0.05,8,100,3.0,0.079,False
1326,258,129,0,CACC,7,100,100,0.05,0.03,0.05,8,100,3.0,0.04,False
1327,259,130,0,CACC,7,100,100,0.05,0.03,0.05,8,100,4.0,0.079,False
1328,260,130,0,CACC,7,100,100,0.05,0.03,0.05,8,100,4.0,0.04,False
1329,261,131,0,CACC,7,100,100,0.05,0.03,0.05,8,100,5.0,0.079,False
1330,262,131,0,CACC,7,100,100,0.05,0.03,0.05,8,100,5.0,0.04,False
1331,263,132,0,CACC,7,100,100,0.05,0.03,0.05,8,100,8.0,0.079,False
1332,264,132,0,CACC,7,100,100,0.05,0.03,0.05,8,100,8.0,0.04,False
1333,265,133,0,CACC,7,100,100,0.05,0.03,0.05,8,500,3.0,0.079,False
1334,266,133,0,CACC,7,100,100,0.05,0.03,0.05,8,500,3.0,0.04,False
1335,267,134,0,CACC,7,100,100,0.05,0.03,0.05,8,500,4.0,0.079,False
1336,268,134,0,CACC,7,100,100,0.05,0.03,0.05,8,500,4.0,0.04,False
1337,269,135,0,CACC,7,100,100,0.05,0.03,0.05,8,500,5.0,0.079,False
1338,270,135,0,CACC,7,100,100,0.05,0.03,0.05,8,500,5.0,0.04,False
1339,271,136,0,CACC,7,100,100,0.05,0.03,0.05,8,500,8.0,0.079,False
1340,272,136,0,CACC,7,100,100,0.05,0.03,0.05,8,500,8.0,0.04,False
1341,273,137,0,CACC,7,100,100,0.05,0.03,0.05,6,100,3.0,0.079,False
1342,274,137,0,CACC,7,100,100,0.05,0.03,0.05,6,100,3.0,0.04,False
1343,275,138,0,CACC,7,100,100,0.05,0.03,0.05,6,100,4.0,0.079,False
1344,276,138,0,CACC,7,100,100,0.05,0.03,0.05,6,100,4.0,0.04,False
1345,277,139,0,CACC,7,100,100,0.05,0.03,0.05,6,100,5.0,0.079,False
1346,278,139,0,CACC,7,100,100,0.05,0.03,0.05,6,100,5.0,0.04,False
1347,279,140,0,CACC,7,100,100,0.05,0.03,0.05,6,100,8.0,0.079,False
1348,280,140,0,CACC,7,100,100,0.05,0.03,0.05,6,100,8.0,0.04,False
1349,281,141,0,CACC,7,100,100,0.05,0.03,0.05,6,500,3.0,0.079,False
1350,282,141,0,CACC,7,100,100,0.05,0.03,0.05,6,500,3.0,0.04,False
1351,283,142,0,CACC,7,100,100,0.05,0.03,0.05,6,500,4.0,0.079,False
1352,284,142,0,CACC,7,100,100,0.05,0.03,0.05,6,500,4.0,0.04,False
1353,285,143,0,CACC,7,100,100,0.05,0.03,0.05,6,500,5.0,0.079,False
1354,286,143,0,CACC,7,100,100,0.05,0.03,0.05,6,500,5.0,0.04,False
1355,287,144,0,CACC,7,100,100,0.05,0.03,0.05,6,500,8.0,0.079,False
1356,288,144,0,CACC,7,100,100,0.05,0.03,0.05,6,500,8.0,0.04,False
1357,289,145,0,CACC,7,100,100,0.1,0.02,0.1,8,100,3.0,0.094,False
1358,290,145,0,CACC,7,100,100,0.1,0.02,0.1,8,100,3.0,0.048,False
1359,291,146,0,CACC,7,100,100,0.1,0.02,0.1,8,100,4.0,0.094,False
1360,292,146,0,CACC,7,100,100,0.1,0.02,0.1,8,100,4.0,0.048,False
1361,293,147,0,CACC,7,100,100,0.1,0.02,0.1,8,100,5.0,0.094,False
1362,294,147,0,CACC,7,100,100,0.1,0.02,0.1,8,100,5.0,0.048,False
1363,295,148,0,CACC,7,100,100,0.1,0.02,0.1,8,100,8.0,0.094,False
1364,296,148,0,CACC,7,100,100,0.1,0.02,0.1,8,100,8.0,0.048,False
1365,297,149,0,CACC,7,100,100,0.1,0.02,0.1,8,500,3.0,0.094,False
1366,298,149,0,CACC,7,100,100,0.1,0.02,0.1,8,500,3.0,0.048,False
1367,299,150,0,CACC,7,100,100,0.1,0.02,0.1,8,500,4.0,0.094,False
1368,300,150,0,CACC,7,100,100,0.1,0.02,0.1,8,500,4.0,0.048,False
1369,301,151,0,CACC,7,100,100,0.1,0.02,0.1,8,500,5.0,0.094,False
1370,302,151,0,CACC,7,100,100,0.1,0.02,0.1,8,500,5.0,0.048,False
1371,303,152,0,CACC,7,100,100,0.1,0.02,0.1,8,500,8.0,0.094,False
1372,304,152,0,CACC,7,100,100,0.1,0.02,0.1,8,500,8.0,0.048,False
1373,305,153,0,CACC,7,100,100,0.1,0.02,0.1,6,100,3.0,0.094,False
1374,306,153,0,CACC,7,100,100,0.1,0.02,0.1,6,100,3.0,0.048,False
1375,307,154,0,CACC,7,100,100,0.1,0.02,0.1,6,100,4.0,0.094,False
1376,308,154,0,CACC,7,100,100,0.1,0.02,0.1,6,100,4.0,0.048,False
1377,309,1,0,CACC,7,300,100,0.05,0.02,0.05,8,100,3.0,0.157,False
1378,310,1,0,CACC,7,300,100,0.05,0.02,0.05,8,100,3.0,0.079,False
1379,311,2,0,CACC,7,300,100,0.05,0.02,0.05,8,100,4.0,0.157,False
1380,312,2,0,CACC,7,300,100,0.05,0.02,0.05,8,100,4.0,0.079,False
1381,313,3,0,CACC,7,300,100,0.05,0.02,0.05,8,100,5.0,0.157,False
1382,314,3,0,CACC,7,300,100,0.05,0.02,0.05,8,100,5.0,0.079,False
1383,315,4,0,CACC,7,300,100,0.05,0.02,0.05,8,100,8.0,0.157,False
1384,316,4,0,CACC,7,300,100,0.05,0.02,0.05,8,100,8.0,0.079,False
1385,317,5,0,CACC,7,300,100,0.05,0.02,0.05,8,500,3.0,0.157,True
1386,318,5,0,CACC,7,300,100,0.05,0.02,0.05,8,500,3.0,0.098,False
1387,319,6,0,CACC,7,300,100,0.05,0.02,0.05,8,500,4.0,0.157,False
1388,320,6,0,CACC,7,300,100,0.05,0.02,0.05,8,500,4.0,0.079,False
1389,321,7,0,CACC,7,300,100,0.05,0.02,0.05,8,500,5.0,0.157,False
1390,322,7,0,CACC,7,300,100,0.05,0.02,0.05,8,500,5.0,0.079,False
1391,323,8,0,CACC,7,300,100,0.05,0.02,0.05,8,500,8.0,0.157,False
1392,324,8,0,CACC,7,300,100,0.05,0.02,0.05,8,500,8.0,0.079,False
1393,325,9,0,CACC,7,300,100,0.05,0.02,0.05,6,100,3.0,0.157,False
1394,326,9,0,CACC,7,300,100,0.05,0.02,0.05,6,100,3.0,0.079,False
1395,327,10,0,CACC,7,300,100,0.05,0.02,0.05,6,100,4.0,0.157,False
1396,328,10,0,CACC,7,300,100,0.05,0.02,0.05,6,100,4.0,0.079,False
1397,329,11,0,CACC,7,300,100,0.05,0.02,0.05,6,100,5.0,0.157,False
1398,330,11,0,CACC,7,300,100,0.05,0.02,0.05,6,100,5.0,0.079,False
1399,331,12,0,CACC,7,300,100,0.05,0.02,0.05,6,100,8.0,0.157,False
1400,332,12,0,CACC,7,300,100,0.05,0.02,0.05,6,100,8.0,0.079,False
1401,333,13,0,CACC,7,300,100,0.05,0.02,0.05,6,500,3.0,0.157,True
1402,334,13,0,CACC,7,300,100,0.05,0.02,0.05,6,500,3.0,0.098,False
1403,335,14,0,CACC,7,300,100,0.05,0.02,0.05,6,500,4.0,0.157,False
1404,336,14,0,CACC,7,300,100,0.05,0.02,0.05,6,500,4.0,0.079,False
1405,337,15,0,CACC,7,300,100,0.05,0.02,0.05,6,500,5.0,0.157,False
1406,338,15,0,CACC,7,300,100,0.05,0.02,0.05,6,500,5.0,0.079,False
1407,339,16,0,CACC,7,300,100,0.05,0.02,0.05,6,500,8.0,0.157,False
1408,340,16,0,CACC,7,300,100,0.05,0.02,0.05,6,500,8.0,0.079,False
1409,341,17,0,CACC,7,300,100,0.05,0.03,0.05,8,100,3.0,0.126,False
1410,342,17,0,CACC,7,300,100,0.05,0.03,0.05,8,100,3.0,0.063,False
1411,343,18,0,CACC,7,300,100,0.05,0.03,0.05,8,100,4.0,0.126,False
1412,344,18,0,CACC,7,300,100,0.05,0.03,0.05,8,100,4.0,0.063,False
1413,345,19,0,CACC,7,300,100,0.05,0.03,0.05,8,100,5.0,0.126,False
1414,346,19,0,CACC,7,300,100,0.05,0.03,0.05,8,100,5.0,0.063,False
1415,347,20,0,CACC,7,300,100,0.05,0.03,0.05,8,100,8.0,0.126,False
1416,348,20,0,CACC,7,300,100,0.05,0.03,0.05,8,100,8.0,0.063,False
1417,349,21,0,CACC,7,300,100,0.05,0.03,0.05,8,500,3.0,0.126,False
1418,350,21,0,CACC,7,300,100,0.05,0.03,0.05,8,500,3.0,0.063,False
1419,351,22,0,CACC,7,300,100,0.05,0.03,0.05,8,500,4.0,0.126,False
1420,352,22,0,CACC,7,300,100,0.05,0.03,0.05,8,500,4.0,0.063,False
1421,353,23,0,CACC,7,300,100,0.05,0.03,0.05,8,500,5.0,0.126,False
1422,354,23,0,CACC,7,300,100,0.05,0.03,0.05,8,500,5.0,0.063,False
1423,355,24,0,CACC,7,300,100,0.05,0.03,0.05,8,500,8.0,0.126,False
1424,356,24,0,CACC,7,300,100,0.05,0.03,0.05,8,500,8.0,0.063,False
1425,357,25,0,CACC,7,300,100,0.05,0.03,0.05,6,100,3.0,0.126,False
1426,358,25,0,CACC,7,300,100,0.05,0.03,0.05,6,100,3.0,0.063,False
1427,359,26,0,CACC,7,300,100,0.05,0.03,0.05,6,100,4.0,0.126,False
1428,360,26,0,CACC,7,300,100,0.05,0.03,0.05,6,100,4.0,0.063,False
1429,361,27,0,CACC,7,300,100,0.05,0.03,0.05,6,100,5.0,0.126,False
1430,362,27,0,CACC,7,300,100,0.05,0.03,0.05,6,100,5.0,0.063,False
1431,363,28,0,CACC,7,300,100,0.05,0.03,0.05,6,100,8.0,0.126,False
1432,364,28,0,CACC,7,300,100,0.05,0.03,0.05,6,100,8.0,0.063,False
1433,365,29,0,CACC,7,300,100,0.05,0.03,0.05,6,500,3.0,0.126,False
1434,366,29,0,CACC,7,300,100,0.05,0.03,0.05,6,500,3.0,0.063,False
1435,367,30,0,CACC,7,300,100,0.05,0.03,0.05,6,500,4.0,0.126,False
1436,368,30,0,CACC,7,300,100,0.05,0.03,0.05,6,500,4.0,0.063,False
1437,369,31,0,CACC,7,300,100,0.05,0.03,0.05,6,500,5.0,0.126,False
1438,370,31,0,CACC,7,300,100,0.05,0.03,0.05,6,500,5.0,0.063,False
1439,371,32,0,CACC,7,300,100,0.05,0.03,0.05,6,500,8.0,0.126,False
1440,372,32,0,CACC,7,300,100,0.05,0.03,0.05,6,500,8.0,0.063,False
1441,373,33,0,CACC,7,300,100,0.1,0.02,0.1,8,100,3.0,0.157,True
1442,374,33,0,CACC,7,300,100,0.1,0.02,0.1,8,100,3.0,0.098,True
1443,375,34,0,CACC,7,300,100,0.1,0.02,0.1,8,100,4.0,0.157,False
1444,376,34,0,CACC,7,300,100,0.1,0.02,0.1,8,100,4.0,0.079,False
1445,377,35,0,CACC,7,300,100,0.1,0.02,0.1,8,100,5.0,0.157,True
1446,378,35,0,CACC,7,300,100,0.1,0.02,0.1,8,100,5.0,0.098,True
1447,379,36,0,CACC,7,300,100,0.1,0.02,0.1,8,100,8.0,0.157,False
1448,380,36,0,CACC,7,300,100,0.1,0.02,0.1,8,100,8.0,0.079,False
1449,381,37,0,CACC,7,300,100,0.1,0.02,0.1,8,500,3.0,0.157,False
1450,382,37,0,CACC,7,300,100,0.1,0.02,0.1,8,500,3.0,0.079,False
1451,383,38,0,CACC,7,300,100,0.1,0.02,0.1,8,500,4.0,0.157,False
1452,384,38,0,CACC,7,300,100,0.1,0.02,0.1,8,500,4.0,0.079,False
1453,385,39,0,CACC,7,300,100,0.1,0.02,0.1,8,500,5.0,0.157,False
1454,386,39,0,CACC,7,300,100,0.1,0.02,0.1,8,500,5.0,0.079,False
1455,387,40,0,CACC,7,300,100,0.1,0.02,0.1,8,500,8.0,0.157,False
1456,388,40,0,CACC,7,300,100,0.1,0.02,0.1,8,500,8.0,0.079,False
1457,389,41,0,CACC,7,300,100,0.1,0.02,0.1,6,100,3.0,0.157,True
1458,390,41,0,CACC,7,300,100,0.1,0.02,0.1,6,100,3.0,0.098,True
1459,391,42,0,CACC,7,300,100,0.1,0.02,0.1,6,100,4.0,0.157,False
1460,392,42,0,CACC,7,300,100,0.1,0.02,0.1,6,100,4.0,0.079,False
1461,393,43,0,CACC,7,300,100,0.1,0.02,0.1,6,100,5.0,0.157,False
1462,394,43,0,CACC,7,300,100,0.1,0.02,0.1,6,100,5.0,0.079,True
1463,395,44,0,CACC,7,300,100,0.1,0.02,0.1,6,100,8.0,0.157,False
1464,396,44,0,CACC,7,300,100,0.1,0.02,0.1,6,100,8.0,0.079,False
1465,397,45,0,CACC,7,300,100,0.1,0.02,0.1,6,500,3.0,0.157,False
